;Q;kA;td_log;ttd_u;ttd_l;pr1;pr2;zeta1;zeta2
solution heat exchanger;-1031423.3575946162;64290.45786590517;16.043179529782222;9.999999104683127;24.135872963010854;1.0;1.0;0.0;0.0
